light,mobility,resilience,recovery,discipline,intellect,strength,class,mode,tiers_mob,tiers_res,tiers_rec,tiers_dis,tiers_int,tiers_str,tiers,total
1557,105,51,100,28,101,56,Hunter,Trials,10,5,10,2,10,5,42,441
1555,58,60,104,28,90,37,Titan,Trials,5,6,10,2,9,3,35,377
1573,71,59,61,29,60,73,Titan,Control,7,5,6,2,6,7,33,353
1559,38,53,100,55,104,46,Warlock,Trials,3,5,10,5,10,4,37,396
1559,93,23,94,56,73,53,Hunter,Trials,9,2,9,5,7,5,37,392
1554,52,55,100,55,101,19,Hunter,Trials,5,5,10,5,10,1,36,382
1586,74,30,100,91,38,34,Warlock,Survival,7,3,10,9,3,3,35,367
1575,102,26,112,31,115,22,Hunter,Control,10,2,11,3,11,2,39,408
1559,29,77,101,58,72,34,Titan,Trials,2,7,10,5,7,3,34,371
1560,94,40,104,54,88,28,Hunter,Trials,9,4,10,5,8,2,38,408
1555,100,41,104,64,48,61,Hunter,Survival,10,4,10,6,4,6,40,418
1569,32,116,65,67,59,49,Titan,Control,3,11,6,6,5,4,35,388
1576,48,101,80,35,83,55,Titan,Control,4,10,8,3,8,5,38,402
1560,80,45,100,102,42,45,Hunter,Trials,8,4,10,10,4,4,40,414
1381,18,89,96,66,47,43,Warlock,Rumble,1,8,9,6,4,4,32,359
1559,100,28,103,92,91,44,Hunter,Trials,10,2,10,9,9,4,44,458
1560,89,36,103,68,62,47,Hunter,Trials,8,3,10,6,6,4,37,405
1559,53,89,63,49,86,46,Titan,Trials,5,8,6,4,8,4,35,386
1555,101,52,101,22,112,66,Hunter,Trials,10,5,10,2,11,6,44,454
1559,101,32,100,71,37,104,Hunter,Trials,10,3,10,7,3,10,43,445
1557,64,40,78,23,98,49,Hunter,Trials,6,4,7,2,9,4,32,352
1559,31,62,101,71,45,60,Warlock,Control,3,6,10,7,4,6,36,370
1560,90,65,79,36,96,41,Hunter,Control,9,6,7,3,9,4,38,407
1560,101,33,100,35,102,34,Hunter,Trials,10,3,10,3,10,3,39,405
1581,93,60,92,35,92,24,Hunter,Survival,9,6,9,3,9,2,38,396
1551,34,51,90,60,61,44,Warlock,Control,3,5,9,6,6,4,33,340
1551,30,94,77,60,57,43,Titan,Survival,3,9,7,6,5,4,34,361
1581,100,22,100,23,103,46,Warlock,Survival,10,2,10,2,10,4,38,394
1583,101,59,101,69,52,44,Hunter,Rumble,10,5,10,6,5,4,40,426
1439,100,23,104,42,57,73,Warlock,Control,10,2,10,4,5,7,38,399
1555,34,80,103,45,83,34,Titan,Trials,3,8,10,4,8,3,36,379
1572,103,46,92,55,81,53,Hunter,Survival,10,4,9,5,8,5,41,430
1558,43,100,63,54,82,52,Titan,Trials,4,10,6,5,8,5,38,394
1560,36,59,64,52,59,91,Titan,Trials,3,5,6,5,5,9,33,361
1558,62,63,49,101,70,44,Warlock,Trials,6,6,4,10,7,4,37,389
1584,94,30,91,26,101,27,Hunter,Control,9,3,9,2,10,2,35,369
1557,72,81,97,26,94,43,Hunter,Trials,7,8,9,2,9,4,39,413
1578,53,100,101,50,70,60,Titan,Control,5,10,10,5,7,6,43,434
1556,102,20,100,44,81,51,Hunter,Control,10,2,10,4,8,5,39,398
1558,102,23,100,62,90,45,Hunter,Trials,10,2,10,6,9,4,41,422
1579,43,26,100,80,60,80,Warlock,Control,4,2,10,8,6,8,38,389
1581,90,38,101,107,33,28,Hunter,Control,9,3,10,10,3,2,37,397
1576,100,52,97,31,91,65,Hunter,Control,10,5,9,3,9,6,42,436
1559,39,34,104,80,82,51,Warlock,Trials,3,3,10,8,8,5,37,390
1584,69,59,65,83,43,47,Hunter,Control,6,5,6,8,4,4,33,366
1570,68,48,99,40,86,47,Hunter,Rumble,6,4,9,4,8,4,35,388
1558,74,62,104,47,82,45,Titan,Trials,7,6,10,4,8,4,39,414
1555,94,44,93,28,92,33,Hunter,Control,9,4,9,2,9,3,36,384
1559,87,41,52,40,90,62,Hunter,Trials,8,4,5,4,9,6,36,372
1494,102,20,81,43,76,20,Hunter,Control,10,2,8,4,7,2,33,342
1559,91,36,100,38,85,36,Hunter,Trials,9,3,10,3,8,3,36,386
1544,46,43,81,40,74,45,Warlock,Control,4,4,8,4,7,4,31,329
1558,56,31,108,106,65,23,Warlock,Trials,5,3,10,10,6,2,36,389
1556,44,97,85,31,91,57,Titan,Trials,4,9,8,3,9,5,38,405
1560,34,81,92,60,98,50,Titan,Trials,3,8,9,6,9,5,40,415
1573,104,32,101,45,75,65,Hunter,Control,10,3,10,4,7,6,40,422
1551,32,64,104,22,102,71,Titan,Rumble,3,6,10,2,10,7,38,395
1550,45,48,102,53,103,54,Warlock,Trials,4,4,10,5,10,5,38,405
1557,53,97,70,77,59,34,Titan,Trials,5,9,7,7,5,3,36,390
1559,101,22,101,31,76,47,Hunter,Trials,10,2,10,3,7,4,36,378
1584,65,24,102,101,44,52,Warlock,Control,6,2,10,10,4,5,37,388
1558,38,92,107,92,44,31,Titan,Trials,3,9,10,9,4,3,38,404
1559,64,46,95,61,64,45,Warlock,Trials,6,4,9,6,6,4,35,375
1559,17,95,80,55,96,2,Titan,Trials,1,9,8,5,9,0,32,345
1557,102,49,102,46,74,42,Hunter,Trials,10,4,10,4,7,4,39,415
1510,101,31,91,53,78,43,Hunter,Control,10,3,9,5,7,4,38,397
1580,104,33,93,54,71,60,Hunter,Control,10,3,9,5,7,6,40,415
1556,100,24,100,60,70,33,Hunter,Trials,10,2,10,6,7,3,38,387
1553,34,94,94,65,75,45,Titan,Trials,3,9,9,6,7,4,38,407
1551,54,60,61,93,71,39,Titan,Control,5,6,6,9,7,3,36,378
1558,71,60,101,53,91,42,Titan,Trials,7,6,10,5,9,4,41,418
1560,42,103,75,37,100,44,Titan,Trials,4,10,7,3,10,4,38,401
1560,85,23,106,42,104,24,Warlock,Trials,8,2,10,4,10,2,36,384
1568,42,20,78,90,46,36,Warlock,Control,4,2,7,9,4,3,29,312
1557,25,81,82,72,41,38,Titan,Trials,2,8,8,7,4,3,32,339
1560,52,46,100,77,68,49,Warlock,Trials,5,4,10,7,6,4,36,392
1555,47,40,100,31,100,66,Warlock,Trials,4,4,10,3,10,6,37,384
1559,60,103,57,69,71,20,Titan,Trials,6,10,5,6,7,2,36,380
1560,18,92,94,50,102,36,Titan,Trials,1,9,9,5,10,3,37,392
1545,60,90,82,40,101,81,Warlock,Control,6,9,8,4,10,8,45,454
1560,70,64,105,91,47,59,Warlock,Trials,7,6,10,9,4,5,41,436
1555,51,57,104,52,46,51,Titan,Trials,5,5,10,5,4,5,34,361
1554,102,23,73,63,22,42,Hunter,Trials,10,2,7,6,2,4,31,325
1371,88,47,63,58,35,55,Hunter,Control,8,4,6,5,3,5,31,346
1543,106,35,70,82,62,36,Hunter,Control,10,3,7,8,6,3,37,391
1561,67,71,104,20,97,44,Warlock,Control,6,7,10,2,9,4,38,403
1585,33,36,103,64,61,75,Warlock,Control,3,3,10,6,6,7,35,372
1512,17,42,93,66,43,56,Warlock,Control,1,4,9,6,4,5,29,317
1573,53,64,104,51,51,71,Titan,Control,5,6,10,5,5,7,38,394
1551,26,69,82,47,83,79,Titan,Trials,2,6,8,4,8,7,35,386
1559,100,39,101,100,24,60,Hunter,Trials,10,3,10,10,2,6,41,424
1560,48,82,72,50,101,81,Titan,Trials,4,8,7,5,10,8,42,434
1557,18,100,100,45,70,82,Titan,Trials,1,10,10,4,7,8,40,415
1520,100,60,80,65,73,30,Hunter,Control,10,6,8,6,7,3,40,408
1569,103,39,93,52,92,31,Hunter,Control,10,3,9,5,9,3,39,410
1572,72,80,84,67,65,65,Titan,Control,7,8,8,6,6,6,41,433
1513,66,36,104,60,72,60,Warlock,Control,6,3,10,6,7,6,38,398
1555,42,70,101,81,81,53,Warlock,Trials,4,7,10,8,8,5,42,428
1560,96,52,100,103,33,28,Hunter,Trials,9,5,10,10,3,2,39,412
1571,54,57,70,64,62,43,Titan,Control,5,5,7,6,6,4,33,350
1559,72,63,70,37,92,50,Titan,Trials,7,6,7,3,9,5,37,384
1543,70,82,101,39,90,61,Titan,Control,7,8,10,3,9,6,43,443
1560,102,35,42,92,73,48,Hunter,Trials,10,3,4,9,7,4,37,392
1580,79,102,55,52,66,46,Hunter,Control,7,10,5,5,6,4,37,400
1555,93,25,102,26,95,30,Hunter,Trials,9,2,10,2,9,3,35,371
1554,27,70,46,101,32,31,Titan,Trials,2,7,4,10,3,3,29,307
1560,23,98,104,46,96,50,Titan,Trials,2,9,10,4,9,5,39,417
1556,72,70,101,62,64,56,Titan,Trials,7,7,10,6,6,5,41,425
1559,22,50,83,85,51,79,Warlock,Trials,2,5,8,8,5,7,35,370
1582,71,53,100,60,71,34,Hunter,Control,7,5,10,6,7,3,38,389
1493,37,51,103,50,65,31,Titan,Control,3,5,10,5,6,3,32,337
1578,83,34,100,100,26,42,Warlock,Control,8,3,10,10,2,4,37,385
1544,106,35,70,82,62,36,Hunter,Control,10,3,7,8,6,3,37,391
1555,102,40,90,60,53,58,Hunter,Trials,10,4,9,6,5,5,39,403
1538,102,39,102,28,97,42,Hunter,Control,10,3,10,2,9,4,38,410
1581,53,40,102,104,84,59,Warlock,Control,5,4,10,10,8,5,42,442
1558,38,92,107,92,44,31,Titan,Trials,3,9,10,9,4,3,38,404
1577,72,70,101,62,64,56,Titan,Survival,7,7,10,6,6,5,41,425
1558,73,60,93,35,72,66,Titan,Trials,7,6,9,3,7,6,38,399
1559,22,50,83,85,51,79,Warlock,Trials,2,5,8,8,5,7,35,370
1551,100,34,100,41,105,41,Hunter,Control,10,3,10,4,10,4,41,421
1493,37,51,103,50,65,31,Titan,Control,3,5,10,5,6,3,32,337
1583,50,76,103,101,22,32,Warlock,Survival,5,7,10,10,2,3,37,384
1544,106,35,70,82,62,36,Hunter,Control,10,3,7,8,6,3,37,391
1555,33,100,77,34,49,45,Titan,Trials,3,10,7,3,4,4,31,338
1558,64,37,61,105,58,53,Warlock,Trials,6,3,6,10,5,5,35,378
1581,28,103,43,26,45,83,Titan,Control,2,10,4,2,4,8,30,328
1571,70,51,100,42,90,42,Titan,Survival,7,5,10,4,9,4,39,395
1538,101,32,103,71,32,61,Hunter,Rumble,10,3,10,7,3,6,39,400
1576,68,60,74,13,103,39,Warlock,Control,6,6,7,1,10,3,33,357
1560,100,32,106,38,114,55,Hunter,Trials,10,3,10,3,11,5,42,445
1550,80,22,100,100,51,102,Hunter,Trials,8,2,10,10,5,10,45,455
1546,40,38,103,66,53,58,Hunter,Control,4,3,10,6,5,5,33,358
1552,52,31,96,34,95,33,Hunter,Trials,5,3,9,3,9,3,32,341
1550,42,60,74,50,82,40,Warlock,Trials,4,6,7,5,8,4,34,348
1558,55,74,88,51,90,44,Titan,Trials,5,7,8,5,9,4,38,402
1472,65,48,28,55,37,50,Hunter,Control,6,4,2,5,3,5,25,283
1557,105,24,78,88,42,43,Hunter,Trials,10,2,7,8,4,4,35,380
1577,27,51,101,101,40,32,Warlock,Survival,2,5,10,10,4,3,34,352
1587,46,81,92,43,91,35,Warlock,Control,4,8,9,4,9,3,37,388
1554,100,16,92,25,98,41,Hunter,Trials,10,1,9,2,9,4,35,372
1545,100,26,101,60,58,64,Hunter,Survival,10,2,10,6,5,6,39,409
1553,104,22,100,48,71,44,Hunter,Survival,10,2,10,4,7,4,37,389
1583,27,81,103,38,85,35,Titan,Survival,2,8,10,3,8,3,34,369
1552,45,46,95,45,94,26,Hunter,Trials,4,4,9,4,9,2,32,351
1553,100,36,103,52,78,42,Hunter,Trials,10,3,10,5,7,4,39,411
1585,33,80,103,80,71,50,Titan,Control,3,8,10,8,7,5,41,417
1601,37,48,86,76,101,48,Titan,Survival,3,4,8,7,10,4,36,396
1559,42,83,102,71,60,48,Titan,Trials,4,8,10,7,6,4,39,406
1554,103,51,74,60,66,70,Hunter,Trials,10,5,7,6,6,7,41,424
1558,63,41,106,100,70,48,Warlock,Trials,6,4,10,10,7,4,41,428
1580,77,55,81,86,32,34,Hunter,Control,7,5,8,8,3,3,34,365
1565,45,50,102,105,41,30,Warlock,Control,4,5,10,10,4,3,36,373
1560,91,61,57,19,67,63,Hunter,Trials,9,6,5,1,6,6,33,358
1549,31,52,99,84,40,28,Warlock,Trials,3,5,9,8,4,2,31,334
1555,52,75,62,40,63,53,Warlock,Trials,5,7,6,4,6,5,33,345
1558,34,32,91,106,63,42,Warlock,Trials,3,3,9,10,6,4,35,368
1575,58,40,100,104,51,62,Titan,Control,5,4,10,10,5,6,40,415
1378,35,57,62,65,51,52,Warlock,Survival,3,5,6,6,5,5,30,322
1560,100,33,103,51,93,42,Hunter,Trials,10,3,10,5,9,4,41,422
1574,91,40,102,40,42,102,Hunter,Control,9,4,10,4,4,10,41,417
1552,73,53,105,47,107,52,Titan,Trials,7,5,10,4,10,5,41,437
1572,29,61,85,91,54,26,Hunter,Control,2,6,8,9,5,2,32,346
1566,33,54,103,34,105,51,Warlock,Survival,3,5,10,3,10,5,36,380
1557,44,87,83,55,66,25,Titan,Trials,4,8,8,5,6,2,33,360
1560,68,37,101,83,57,60,Warlock,Trials,6,3,10,8,5,6,38,406
1560,24,38,92,76,58,34,Titan,Trials,2,3,9,7,5,3,29,322
1563,57,60,43,61,63,44,Hunter,Survival,5,6,4,6,6,4,31,328
1576,108,32,100,60,90,29,Hunter,Control,10,3,10,6,9,2,40,419
1559,98,54,103,22,99,46,Hunter,Trials,9,5,10,2,9,4,39,422
1560,38,30,105,101,96,18,Warlock,Trials,3,3,10,10,9,1,36,388
1587,100,20,102,92,71,53,Hunter,Control,10,2,10,9,7,5,43,438
1585,78,46,103,94,26,38,Hunter,Rumble,7,4,10,9,2,3,35,385
1579,93,60,54,40,80,71,Hunter,Control,9,6,5,4,8,7,39,398
1555,71,40,101,40,52,92,Hunter,Trials,7,4,10,4,5,9,39,396
1554,102,22,102,35,91,33,Hunter,Control,10,2,10,3,9,3,37,385
1565,53,82,66,59,58,63,Titan,Survival,5,8,6,5,5,6,35,381
1559,97,40,107,40,84,38,Hunter,Trials,9,4,10,4,8,3,38,406
1551,100,42,100,26,110,34,Hunter,Trials,10,4,10,2,11,3,40,412
1499,92,38,103,94,45,37,Titan,Control,9,3,10,9,4,3,38,409
1543,33,71,100,92,70,42,Titan,Control,3,7,10,9,7,4,40,408
1558,100,40,74,53,79,47,Hunter,Trials,10,4,7,5,7,4,37,393
1575,102,38,101,29,100,58,Hunter,Survival,10,3,10,2,10,5,40,428
1483,82,27,102,102,32,46,Warlock,Control,8,2,10,10,3,4,37,391
1577,101,26,106,45,72,62,Hunter,Survival,10,2,10,4,7,6,39,412
1581,53,40,102,102,101,50,Warlock,Control,5,4,10,10,10,5,44,448
1559,59,82,101,53,100,34,Titan,Trials,5,8,10,5,10,3,41,429
1579,45,52,71,41,96,58,Hunter,Survival,4,5,7,4,9,5,34,363
1559,37,87,50,61,102,53,Titan,Trials,3,8,5,6,10,5,37,390
1550,81,34,90,47,70,38,Hunter,Trials,8,3,9,4,7,3,34,360
1551,84,41,71,85,61,20,Warlock,Trials,8,4,7,8,6,2,35,362
1560,58,40,105,32,116,39,Warlock,Trials,5,4,10,3,11,3,36,390
1564,84,28,64,31,57,33,Hunter,Control,8,2,6,3,5,3,27,297
1559,51,57,76,100,53,59,Warlock,Trials,5,5,7,10,5,5,37,396
1559,32,73,30,38,56,31,Hunter,Trials,3,7,3,3,5,3,24,260
1539,92,23,82,58,65,52,Warlock,Control,9,2,8,5,6,5,35,372
1509,9,85,61,30,78,47,Titan,Control,0,8,6,3,7,4,28,310
1538,73,101,41,47,102,81,Titan,Control,7,10,4,4,10,8,43,445
1560,61,53,39,84,34,86,Warlock,Trials,6,5,3,8,3,8,33,357
1567,43,80,107,63,64,59,Titan,Control,4,8,10,6,6,5,39,416
1553,12,66,101,101,40,60,Hunter,Trials,1,6,10,10,4,6,37,380
1555,65,40,91,47,40,60,Warlock,Trials,6,4,9,4,4,6,33,343
1555,50,83,103,23,110,33,Titan,Trials,5,8,10,2,11,3,39,402
1551,52,15,104,53,34,40,Warlock,Trials,5,1,10,5,3,4,28,298
1583,78,45,40,73,85,16,Hunter,Control,7,4,4,7,8,1,31,337
1558,42,51,67,62,84,44,Titan,Trials,4,5,6,6,8,4,33,350
1526,84,17,50,66,43,29,Hunter,Trials,8,1,5,6,4,2,26,289
1557,90,48,103,70,63,53,Hunter,Trials,9,4,10,7,6,5,41,427
1550,84,28,64,31,57,33,Hunter,Trials,8,2,6,3,5,3,27,297
1560,71,38,103,81,92,29,Warlock,Trials,7,3,10,8,9,2,39,414
1564,68,36,86,98,47,53,Hunter,Control,6,3,8,9,4,5,35,388
1578,35,48,72,32,58,38,Hunter,Control,3,4,7,3,5,3,25,283
1565,44,82,56,38,72,45,Titan,Control,4,8,5,3,7,4,31,337
1551,51,100,39,31,105,54,Titan,Trials,5,10,3,3,10,5,36,380
1552,41,82,60,15,63,45,Warlock,Control,4,8,6,1,6,4,29,306
1584,31,100,90,106,36,29,Titan,Control,3,10,9,10,3,2,37,392
1554,65,40,91,47,40,60,Warlock,Trials,6,4,9,4,4,6,33,343
1560,56,100,80,45,93,36,Titan,Trials,5,10,8,4,9,3,39,410
1558,67,39,109,67,55,72,Warlock,Trials,6,3,10,6,5,7,37,409
1559,27,101,101,50,90,42,Titan,Trials,2,10,10,5,9,4,40,411
1557,84,77,71,25,70,60,Titan,Trials,8,7,7,2,7,6,37,387
1585,100,23,100,53,50,50,Hunter,Control,10,2,10,5,5,5,37,376
1566,49,76,81,28,90,40,Titan,Control,4,7,8,2,9,4,34,364
1576,28,69,75,29,87,30,Titan,Control,2,6,7,2,8,3,28,318
1555,61,44,26,21,82,32,Hunter,Trials,6,4,2,2,8,3,25,266
1565,75,77,58,56,53,63,Hunter,Control,7,7,5,5,5,6,35,382
1552,106,42,63,74,69,32,Hunter,Trials,10,4,6,7,6,3,36,386
1576,100,42,90,53,74,35,Hunter,Survival,10,4,9,5,7,3,38,394
1570,102,18,101,18,121,66,Hunter,Control,10,1,10,1,12,6,40,426
1579,105,22,102,33,100,38,Warlock,Rumble,10,2,10,3,10,3,38,400
1564,60,39,59,48,84,32,Titan,Control,6,3,5,4,8,3,29,322
1558,101,48,104,64,74,39,Warlock,Trials,10,4,10,6,7,3,40,430
1555,61,44,26,21,82,32,Hunter,Trials,6,4,2,2,8,3,25,266
1560,33,48,85,105,60,35,Warlock,Trials,3,4,8,10,6,3,34,366
1565,75,77,58,56,53,63,Hunter,Control,7,7,5,5,5,6,35,382
1583,104,53,74,65,65,70,Hunter,Rumble,10,5,7,6,6,7,41,431
1514,40,34,60,39,15,44,Titan,Control,4,3,6,3,1,4,21,232
1560,100,48,99,80,61,67,Hunter,Trials,10,4,9,8,6,6,43,455
1525,63,56,102,74,63,80,Warlock,Control,6,5,10,7,6,8,42,438
1439,55,47,101,41,70,44,Warlock,Control,5,4,10,4,7,4,34,358
1547,64,19,107,12,104,33,Warlock,Control,6,1,10,1,10,3,31,339
1572,60,102,43,56,68,18,Titan,Control,6,10,4,5,6,1,32,347
1553,53,35,100,53,105,52,Warlock,Trials,5,3,10,5,10,5,38,398
1526,101,29,97,54,52,72,Hunter,Control,10,2,9,5,5,7,38,405
1560,70,60,59,37,103,58,Warlock,Trials,7,6,5,3,10,5,36,387
1557,73,54,80,64,49,37,Hunter,Trials,7,5,8,6,4,3,33,357
1581,102,22,102,8,110,27,Hunter,Control,10,2,10,0,11,2,35,371
1568,54,93,69,65,94,48,Titan,Survival,5,9,6,6,9,4,39,423
1559,101,23,103,28,82,40,Hunter,Trials,10,2,10,2,8,4,36,377
1560,101,51,102,31,103,46,Hunter,Trials,10,5,10,3,10,4,42,434
1578,91,31,75,53,85,60,Hunter,Survival,9,3,7,5,8,6,38,395
1506,35,51,96,85,32,50,Warlock,Control,3,5,9,8,3,5,33,349
1558,37,39,95,34,102,43,Titan,Trials,3,3,9,3,10,4,32,350
1560,55,83,92,47,48,73,Warlock,Trials,5,8,9,4,4,7,37,398
1558,51,31,101,70,72,70,Warlock,Trials,5,3,10,7,7,7,39,395
1564,56,62,107,46,80,54,Warlock,Control,5,6,10,4,8,5,38,405
1439,100,32,101,64,74,43,Hunter,Control,10,3,10,6,7,4,40,414
1554,54,41,48,38,111,41,Hunter,Trials,5,4,4,3,11,4,31,333
1558,39,81,101,92,51,64,Titan,Trials,3,8,10,9,5,6,41,428
1559,27,53,92,29,59,35,Titan,Trials,2,5,9,2,5,3,26,295
1557,81,60,90,60,52,30,Hunter,Trials,8,6,9,6,5,3,37,373
1557,43,60,102,91,52,54,Warlock,Trials,4,6,10,9,5,5,39,402
1580,97,32,60,27,65,53,Hunter,Survival,9,3,6,2,6,5,31,334
1533,74,38,30,28,37,30,Hunter,Control,7,3,3,2,3,3,21,237
1583,43,81,72,61,47,35,Titan,Control,4,8,7,6,4,3,32,339
1558,104,28,82,103,31,84,Hunter,Trials,10,2,8,10,3,8,41,432
1577,103,62,91,26,99,67,Hunter,Control,10,6,9,2,9,6,42,448
1575,60,52,106,107,62,41,Warlock,Survival,6,5,10,10,6,4,41,428
1556,104,18,96,100,32,34,Hunter,Trials,10,1,9,10,3,3,36,384
1560,68,95,45,64,94,61,Titan,Trials,6,9,4,6,9,6,40,427
1557,100,53,77,104,32,43,Hunter,Trials,10,5,7,10,3,4,39,409
1579,66,34,101,72,102,57,Warlock,Control,6,3,10,7,10,5,41,432
1557,20,34,102,39,102,33,Titan,Trials,2,3,10,3,10,3,31,330
1556,102,33,100,50,63,77,Hunter,Trials,10,3,10,5,6,7,41,425
1579,42,36,91,67,74,31,Warlock,Survival,4,3,9,6,7,3,32,341
1584,100,20,100,80,54,27,Hunter,Control,10,2,10,8,5,2,37,381
1579,98,51,100,99,36,35,Hunter,Survival,9,5,10,9,3,3,39,419
1581,43,24,94,94,55,37,Warlock,Control,4,2,9,9,5,3,32,347
1560,70,81,100,103,44,48,Hunter,Trials,7,8,10,10,4,4,43,446
1548,25,37,98,92,44,33,Warlock,Trials,2,3,9,9,4,3,30,329
1579,72,22,87,49,75,51,Warlock,Control,7,2,8,4,7,5,33,356
1559,100,32,100,64,34,54,Hunter,Trials,10,3,10,6,3,5,37,384
1560,70,66,97,41,83,66,Titan,Trials,7,6,9,4,8,6,40,423
1547,42,91,71,53,65,48,Titan,Trials,4,9,7,5,6,4,35,370
1557,34,90,103,27,110,29,Titan,Trials,3,9,10,2,11,2,37,393
1559,70,58,85,48,72,53,Titan,Trials,7,5,8,4,7,5,36,386
1581,65,62,101,100,50,46,Warlock,Survival,6,6,10,10,5,4,41,424
1582,100,22,100,40,90,50,Hunter,Control,10,2,10,4,9,5,40,402
1531,80,17,83,58,57,36,Hunter,Control,8,1,8,5,5,3,30,331
1558,54,38,103,84,71,44,Warlock,Trials,5,3,10,8,7,4,37,394
1543,27,51,102,104,35,37,Warlock,Control,2,5,10,10,3,3,33,356
1560,70,63,87,37,100,95,Titan,Trials,7,6,8,3,10,9,43,452
1557,90,23,103,103,22,62,Hunter,Trials,9,2,10,10,2,6,39,403
1559,49,61,101,50,74,53,Warlock,Trials,4,6,10,5,7,5,37,388
1547,46,95,53,51,54,36,Titan,Control,4,9,5,5,5,3,31,335
1558,71,69,84,23,121,40,Warlock,Trials,7,6,8,2,12,4,39,408
1558,51,80,100,82,30,72,Titan,Trials,5,8,10,8,3,7,41,415
1534,46,48,42,36,57,50,Hunter,Control,4,4,4,3,5,5,25,279
1568,59,46,103,29,60,91,Warlock,Survival,5,4,10,2,6,9,36,388
1560,102,40,54,52,101,47,Hunter,Trials,10,4,5,5,10,4,38,396
1560,86,74,82,39,58,72,Hunter,Control,8,7,8,3,5,7,38,411
1580,38,92,90,18,109,63,Titan,Control,3,9,9,1,10,6,38,410
1560,51,67,81,33,57,64,Warlock,Trials,5,6,8,3,5,6,33,353
1576,53,100,100,81,64,60,Warlock,Control,5,10,10,8,6,6,45,458
1576,20,43,97,97,69,39,Warlock,Survival,2,4,9,9,6,3,33,365
1559,50,60,100,102,80,30,Warlock,Control,5,6,10,10,8,3,42,422
1372,81,33,100,32,80,62,Warlock,Control,8,3,10,3,8,6,38,388
1558,43,83,85,53,83,26,Warlock,Trials,4,8,8,5,8,2,35,373
1560,103,42,101,49,105,38,Hunter,Trials,10,4,10,4,10,3,41,438
1560,101,24,104,51,74,52,Warlock,Trials,10,2,10,5,7,5,39,406
1563,28,48,64,64,60,37,Warlock,Control,2,4,6,6,6,3,27,301
1560,107,32,101,28,116,23,Hunter,Trials,10,3,10,2,11,2,38,407
1560,53,90,100,53,87,60,Titan,Trials,5,9,10,5,8,6,43,443
1551,31,98,62,19,72,27,Titan,Trials,3,9,6,1,7,2,28,309
1559,101,34,104,67,54,41,Hunter,Trials,10,3,10,6,5,4,38,401
1559,42,41,104,53,97,52,Warlock,Trials,4,4,10,5,9,5,37,389
1559,31,42,103,100,70,52,Warlock,Trials,3,4,10,10,7,5,39,398
1555,100,21,85,100,49,21,Hunter,Trials,10,2,8,10,4,2,36,376
1559,100,48,47,13,73,52,Hunter,Trials,10,4,4,1,7,5,31,333
1559,81,42,106,71,78,35,Hunter,Trials,8,4,10,7,7,3,39,413
1549,86,70,64,68,54,26,Hunter,Trials,8,7,6,6,5,2,34,368
1560,37,24,109,101,42,101,Warlock,Trials,3,2,10,10,4,10,39,414
1560,83,22,100,22,81,65,Hunter,Trials,8,2,10,2,8,6,36,373
1566,103,36,90,53,60,64,Hunter,Control,10,3,9,5,6,6,39,406
1558,93,36,100,30,92,33,Hunter,Trials,9,3,10,3,9,3,37,384
1571,95,76,41,70,95,52,Hunter,Control,9,7,4,7,9,5,41,429
1560,100,46,108,44,100,29,Warlock,Trials,10,4,10,4,10,2,40,427
1558,60,61,100,103,50,50,Titan,Trials,6,6,10,10,5,5,42,424
1560,104,36,102,56,75,52,Hunter,Trials,10,3,10,5,7,5,40,425
1551,63,41,107,36,43,104,Warlock,Trials,6,4,10,3,4,10,37,394
1560,48,101,92,63,90,53,Titan,Trials,4,10,9,6,9,5,43,447
1569,29,38,104,80,56,79,Warlock,Control,2,3,10,8,5,7,35,386
1559,102,42,101,41,80,60,Hunter,Trials,10,4,10,4,8,6,42,426
1570,59,81,73,47,69,37,Titan,Control,5,8,7,4,6,3,33,366
1560,50,31,86,12,54,55,Hunter,Trials,5,3,8,1,5,5,27,288
1558,103,45,101,30,102,51,Hunter,Trials,10,4,10,3,10,5,42,432
1559,53,80,69,21,90,41,Titan,Trials,5,8,6,2,9,4,34,354
1572,91,58,37,46,73,48,Hunter,Control,9,5,3,4,7,4,32,353
1576,51,73,84,51,60,41,Warlock,Control,5,7,8,5,6,4,35,360
1577,93,67,34,107,42,58,Hunter,Control,9,6,3,10,4,5,37,401
1552,47,46,93,32,55,54,Titan,Trials,4,4,9,3,5,5,30,327
1541,49,62,87,39,63,48,Warlock,Control,4,6,8,3,6,4,31,348
1555,57,36,102,73,75,54,Warlock,Trials,5,3,10,7,7,5,37,397
1490,103,16,56,23,40,102,Hunter,Control,10,1,5,2,4,10,32,340
1558,83,30,102,52,61,60,Warlock,Trials,8,3,10,5,6,6,38,388
1558,85,37,101,89,73,52,Warlock,Trials,8,3,10,8,7,5,41,437
1451,20,52,56,34,44,41,Titan,Control,2,5,5,3,4,4,23,247
1566,61,71,56,48,79,55,Titan,Control,6,7,5,4,7,5,34,370
1581,93,36,100,30,92,33,Hunter,Control,9,3,10,3,9,3,37,384
1582,78,32,102,77,50,45,Hunter,Control,7,3,10,7,5,4,36,384
1576,94,53,94,27,85,71,Hunter,Control,9,5,9,2,8,7,40,424
1558,100,18,100,40,80,55,Hunter,Trials,10,1,10,4,8,5,38,393
1571,65,100,75,57,61,49,Titan,Control,6,10,7,5,6,4,38,407
